id,Name,Artifact Type,Jama ID,Jama URL,HSD ID,HSD URL,Affected Component
274505,N:1 SQ:CQ mapping,ND SW Requirement,"=""22011671576""",https://hsdes.intel.com/resource/22011671576,"","",Unassigned
274504,1:1 SQ:CQ mapping,ND SW Requirement,"=""22011671572""",https://hsdes.intel.com/resource/22011671572,"","",Unassigned
274503,SQ Tail Doorbell support,ND SW Requirement,"=""22011671570""",https://hsdes.intel.com/resource/22011671570,"","",Unassigned
274502,"SQ allocated in SSD CMB, SLC Slice or DRAM",ND SW Requirement,"=""22011671568""",https://hsdes.intel.com/resource/22011671568,"","",Unassigned
274501,SQE support,ND SW Requirement,"=""22011671566""",https://hsdes.intel.com/resource/22011671566,"","",Unassigned
274500,Not limit SSD to tSQID and SQID to tSQID,ND SW Requirement,"=""22011671562""",https://hsdes.intel.com/resource/22011671562,"","",Unassigned
274499,Support 64 SQs,ND SW Requirement,"=""22011671561""",https://hsdes.intel.com/resource/22011671561,"","",Unassigned
274498,Return tCPL to Target Block,ND SW Requirement,"=""22011671558""",https://hsdes.intel.com/resource/22011671558,"","",Unassigned
274497,Receive tCMD and return tCMD Status,ND SW Requirement,"=""22011671554""",https://hsdes.intel.com/resource/22011671554,"","",Unassigned
274496,Enable NVMe I/O commands,ND SW Requirement,"=""22011671553""",https://hsdes.intel.com/resource/22011671553,"","",Unassigned
274495,Support Hot Swap of SSD,ND SW Requirement,"=""22011671551""",https://hsdes.intel.com/resource/22011671551,"","",Unassigned
274494,NVMe In/Out operations per second @ 4KsB,ND SW Requirement,"=""22011671608""",https://hsdes.intel.com/resource/22011671608,"","",Unassigned
274493,Support CMB,ND SW Requirement,"=""22011671607""",https://hsdes.intel.com/resource/22011671607,"","",Unassigned
274492,Not support Fused Commands,ND SW Requirement,"=""22011671604""",https://hsdes.intel.com/resource/22011671604,"","",Unassigned
274491,Support NVMe MPTR based LBA Metadata,ND SW Requirement,"=""22011671602""",https://hsdes.intel.com/resource/22011671602,"","",Unassigned
274490,Support NVMe Payload Descriptors,ND SW Requirement,"=""22011671601""",https://hsdes.intel.com/resource/22011671601,"","",Unassigned
274489,SSD attached Xeon,ND SW Requirement,"=""22011671600""",https://hsdes.intel.com/resource/22011671600,"","",Unassigned
274488,SSD attached NIC,ND SW Requirement,"=""22011671592""",https://hsdes.intel.com/resource/22011671592,"","",Unassigned
274487,Support at least 4KiB of memory per CQ,ND SW Requirement,"=""22011671575""",https://hsdes.intel.com/resource/22011671575,"","",Unassigned
274486,SSD per PCIe,ND SW Requirement,"=""22011671547""",https://hsdes.intel.com/resource/22011671547,"","",Unassigned
274485,Reset flow,ND SW Requirement,"=""22011671540""",https://hsdes.intel.com/resource/22011671540,"","",Unassigned
274484,Multi process library,ND SW Requirement,"=""22011671539""",https://hsdes.intel.com/resource/22011671539,"","",Unassigned
274483,Thread safe library,ND SW Requirement,"=""22011671538""",https://hsdes.intel.com/resource/22011671538,"","",Unassigned
274482,CPF interrupts processing model,ND SW Requirement,"=""22011671535""",https://hsdes.intel.com/resource/22011671535,"","",Unassigned
274481,NAPI like CMD/Event processing model,ND SW Requirement,"=""22011671532""",https://hsdes.intel.com/resource/22011671532,"","",Unassigned
274480,Pooling CMD/Event processing model,ND SW Requirement,"=""22011671529""",https://hsdes.intel.com/resource/22011671529,"","",Unassigned
274479,Threading model,ND SW Requirement,"=""22011671525""",https://hsdes.intel.com/resource/22011671525,"","",Unassigned
274478,Low-level stateless HW abstraction,ND SW Requirement,"=""22011671524""",https://hsdes.intel.com/resource/22011671524,"","",Unassigned
274477,Trace and debugging,ND SW Requirement,"=""22011671523""",https://hsdes.intel.com/resource/22011671523,"","",Unassigned
274476,HAS defined features in API,ND SW Requirement,"=""22011671522""",https://hsdes.intel.com/resource/22011671522,"","",Unassigned
274475,C11 compliant,ND SW Requirement,"=""22011671521""",https://hsdes.intel.com/resource/22011671521,"","",Unassigned
274474,Independed code,ND SW Requirement,"=""22011671516""",https://hsdes.intel.com/resource/22011671516,"","",Unassigned
274473,Executable on non-Linux OS,ND SW Requirement,"=""22011671511""",https://hsdes.intel.com/resource/22011671511,"","",Unassigned
274472,Executable on Linux OS,ND SW Requirement,"=""22011671509""",https://hsdes.intel.com/resource/22011671509,"","",Unassigned
274471,Executable on Xeon,ND SW Requirement,"=""22011671507""",https://hsdes.intel.com/resource/22011671507,"","",Unassigned
274470,Executable on ARM A53,ND SW Requirement,"=""22011671503""",https://hsdes.intel.com/resource/22011671503,"","",Unassigned
274469,Executable on ACC,ND SW Requirement,"=""22011671502""",https://hsdes.intel.com/resource/22011671502,"","",Unassigned
274468,User-mode library,ND SW Requirement,"=""22011671500""",https://hsdes.intel.com/resource/22011671500,"","",Unassigned
274467,Big/little endian,ND SW Requirement,"=""22011671499""",https://hsdes.intel.com/resource/22011671499,"","",Unassigned
274466,NVME CPF CSRs,ND SW Requirement,"=""22011671498""",https://hsdes.intel.com/resource/22011671498,"","",Unassigned
274465,Volatile Write Cache,ND SW Requirement,"=""22011671497""",https://hsdes.intel.com/resource/22011671497,"","",Unassigned
274464,NVMe Optional Command support,ND SW Requirement,"=""22011671496""",https://hsdes.intel.com/resource/22011671496,"","",Unassigned
274463,Cryptography Export Disable,ND SW Requirement,"=""22011671495""",https://hsdes.intel.com/resource/22011671495,"","",Unassigned
274462,Encryption Key Model,ND SW Requirement,"=""22011671492""",https://hsdes.intel.com/resource/22011671492,"","",Unassigned
274461,Encryption Support in SW path,ND SW Requirement,"=""22011671490""",https://hsdes.intel.com/resource/22011671490,"","",Unassigned
274460,Encryption Support in HW path,ND SW Requirement,"=""22011671487""",https://hsdes.intel.com/resource/22011671487,"","",Unassigned
274459,Integrity Checks,ND SW Requirement,"=""22011671486""",https://hsdes.intel.com/resource/22011671486,"","",Unassigned
274458,Memory Management,ND SW Requirement,"=""22011671485""",https://hsdes.intel.com/resource/22011671485,"","",Unassigned
274457,Payload DMA for SW flows,ND SW Requirement,"=""22011671484""",https://hsdes.intel.com/resource/22011671484,"","",Unassigned
274456,Payload DMA for HW flows,ND SW Requirement,"=""22011671482""",https://hsdes.intel.com/resource/22011671482,"","",Unassigned
274455,Hot Swap,ND SW Requirement,"=""22011671480""",https://hsdes.intel.com/resource/22011671480,"","",Unassigned
274454,Host Memory Buffer,ND SW Requirement,"=""22011671478""",https://hsdes.intel.com/resource/22011671478,"","",Unassigned
274453,Controller Memory Buffer (CMB) on Initiator,ND SW Requirement,"=""22011671476""",https://hsdes.intel.com/resource/22011671476,"","",Unassigned
274452,Live Migration Support,ND SW Requirement,"=""22011671475""",https://hsdes.intel.com/resource/22011671475,"","",Unassigned
274451,Host Data Transfer Format,ND SW Requirement,"=""22011671473""",https://hsdes.intel.com/resource/22011671473,"","",Unassigned
274450,NSSR,ND SW Requirement,"=""22011671469""",https://hsdes.intel.com/resource/22011671469,"","",Unassigned
274449,Advertised MDTS,ND SW Requirement,"=""22011671467""",https://hsdes.intel.com/resource/22011671467,"","",Unassigned
274448,NPI Target Drive Sector Format,ND SW Requirement,"=""22011671466""",https://hsdes.intel.com/resource/22011671466,"","",Unassigned
274447,End-to-end protection,ND SW Requirement,"=""22011671465""",https://hsdes.intel.com/resource/22011671465,"","",Unassigned
274446,Host Metadata Format,ND SW Requirement,"=""22011671464""",https://hsdes.intel.com/resource/22011671464,"","",Unassigned
274445,Namespace Formats: Metadata size,ND SW Requirement,"=""22011671463""",https://hsdes.intel.com/resource/22011671463,"","",Unassigned
274444,Namespace Formats: Block size,ND SW Requirement,"=""22011671462""",https://hsdes.intel.com/resource/22011671462,"","",Unassigned
274443,Namespace Management capability,ND SW Requirement,"=""22011671460""",https://hsdes.intel.com/resource/22011671460,"","",Unassigned
274442,Physical namespace sharing,ND SW Requirement,"=""22011671459""",https://hsdes.intel.com/resource/22011671459,"","",Unassigned
274441,Namespace sharing,ND SW Requirement,"=""22011671457""",https://hsdes.intel.com/resource/22011671457,"","",Unassigned
274440,Namespace identification per function,ND SW Requirement,"=""22011671455""",https://hsdes.intel.com/resource/22011671455,"","",Unassigned
274439,# of namespaces,ND SW Requirement,"=""22011671453""",https://hsdes.intel.com/resource/22011671453,"","",Unassigned
274438,TX BW Rate Limiting per VM,ND SW Requirement,"=""22011671452""",https://hsdes.intel.com/resource/22011671452,"","",Unassigned
274437,BW and IOP Rate Limiting per function,ND SW Requirement,"=""22011671450""",https://hsdes.intel.com/resource/22011671450,"","",Unassigned
274436,# of ICMD,ND SW Requirement,"=""22011671446""",https://hsdes.intel.com/resource/22011671446,"","",Unassigned
274435,IOPS,ND SW Requirement,"=""22011671445""",https://hsdes.intel.com/resource/22011671445,"","",Unassigned
274434,QP allocation to VFs,ND SW Requirement,"=""22011671443""",https://hsdes.intel.com/resource/22011671443,"","",Unassigned
274433,QP allocation to PFs,ND SW Requirement,"=""22011671441""",https://hsdes.intel.com/resource/22011671441,"","",Unassigned
274432,VF Allocation to a PF,ND SW Requirement,"=""22011671440""",https://hsdes.intel.com/resource/22011671440,"","",Unassigned
274431,Multiple IO SQs to single IO CQ,ND SW Requirement,"=""22011671438""",https://hsdes.intel.com/resource/22011671438,"","",Unassigned
274430,"# of Queue Pairs (SQ, CQ)",ND SW Requirement,"=""22011671434""",https://hsdes.intel.com/resource/22011671434,"","",Unassigned
274429,Admin Command Support,ND SW Requirement,"=""22011671433""",https://hsdes.intel.com/resource/22011671433,"","",Unassigned
274428,MSI-X Vectors,ND SW Requirement,"=""22011671432""",https://hsdes.intel.com/resource/22011671432,"","",Unassigned
274427,NVMe Interrupt Aggregation,ND SW Requirement,"=""22011671430""",https://hsdes.intel.com/resource/22011671430,"","",Unassigned
274426,NVMe CPF,ND SW Requirement,"=""22011671429""",https://hsdes.intel.com/resource/22011671429,"","",Unassigned
274425,no Separate PASIDs for commands and data payload DMA,ND SW Requirement,"=""22011671428""",https://hsdes.intel.com/resource/22011671428,"","",Unassigned
274424,no S-IOV,ND SW Requirement,"=""22011671425""",https://hsdes.intel.com/resource/22011671425,"","",Unassigned
274423,no PASIDs,ND SW Requirement,"=""22011671424""",https://hsdes.intel.com/resource/22011671424,"","",Unassigned
274422,SR-IOV & # of VFs,ND SW Requirement,"=""22011671423""",https://hsdes.intel.com/resource/22011671423,"","",Unassigned
274421,# of PFs,ND SW Requirement,"=""22011671422""",https://hsdes.intel.com/resource/22011671422,"","",Unassigned
274420,NVMeoF with TCP with SW path,ND SW Requirement,"=""22011671544""",https://hsdes.intel.com/resource/22011671544,"","",Unassigned
274419,NVMeoF with TCP with HW path,ND SW Requirement,"=""22011671542""",https://hsdes.intel.com/resource/22011671542,"","",Unassigned
274418,HW path performance,ND SW Requirement,"=""22011671530""",https://hsdes.intel.com/resource/22011671530,"","",Unassigned
274417,Encryption: AES-GCM with authentication,ND SW Requirement,"=""22011671505""",https://hsdes.intel.com/resource/22011671505,"","",Unassigned
274416,Encryption: AES-XTS with no authentication,ND SW Requirement,"=""22011671489""",https://hsdes.intel.com/resource/22011671489,"","",Unassigned
274415,NVMeoF with iWARP,ND SW Requirement,"=""22011671471""",https://hsdes.intel.com/resource/22011671471,"","",Unassigned
274414,NVMeoF with RoCEv2,ND SW Requirement,"=""22011671456""",https://hsdes.intel.com/resource/22011671456,"","",Unassigned
274413,Driver i/f,ND SW Requirement,"=""22011671436""",https://hsdes.intel.com/resource/22011671436,"","",Unassigned
274412,IMC PFs,ND SW Requirement,"=""22011671421""",https://hsdes.intel.com/resource/22011671421,"","",Unassigned
274411,PCR22: CISPv2 and SecureSADB,ND SW Requirement,"=""22011671410""",https://hsdes.intel.com/resource/22011671410,"","",Unassigned
274410,Management of egress CISP SAs,ND SW Requirement,"=""22011671409""",https://hsdes.intel.com/resource/22011671409,"","",Unassigned
274409,CISP master keys,ND SW Requirement,"=""22011671407""",https://hsdes.intel.com/resource/22011671407,"","",Unassigned
274408,CISP Algorithms,ND SW Requirement,"=""22011671405""",https://hsdes.intel.com/resource/22011671405,"","",Unassigned
274407,ICE: CISP configuration,ND SW Requirement,"=""22011671402""",https://hsdes.intel.com/resource/22011671402,"","",Unassigned
274406,The ICE SW library shall be stateless,ND SW Requirement,"=""22011671400""",https://hsdes.intel.com/resource/22011671400,"","",Unassigned
274405,The ICE SW library shall be re-entrant,ND SW Requirement,"=""22011671399""",https://hsdes.intel.com/resource/22011671399,"","",Unassigned
274404,Zeroisation,ND SW Requirement,"=""22011671397""",https://hsdes.intel.com/resource/22011671397,"","",Unassigned
274403,SA management API,ND SW Requirement,"=""22011671395""",https://hsdes.intel.com/resource/22011671395,"","",Unassigned
274402,(PCR117) ICE: User-space library for IA,ND SW Requirement,"=""22011671394""",https://hsdes.intel.com/resource/22011671394,"","",Unassigned
274401,ICE: User-space library for ARM,ND SW Requirement,"=""22011671392""",https://hsdes.intel.com/resource/22011671392,"","",Unassigned
274400,SA tables,ND SW Requirement,"=""22011671390""",https://hsdes.intel.com/resource/22011671390,"","",Unassigned
274399,Support 16 million IPsec Security Associations (SAs).,ND SW Requirement,"=""22011671389""",https://hsdes.intel.com/resource/22011671389,"","",Unassigned
274398,LAD-LADSWReq-20032 Rx descriptor,ND SW Requirement,"=""24546983""",https://jama4.intel.com/perspective.req#/items/24546983?projectId=57,"","",Unassigned
274397,IPsec Auditing,ND SW Requirement,"=""22011671384""",https://hsdes.intel.com/resource/22011671384,"","",Unassigned
274396,LAD-LADSWReq-20030 IPsec Statistics - Per VSI,ND SW Requirement,"=""24546945""",https://jama4.intel.com/perspective.req#/items/24546945?projectId=57,"","",Unassigned
274395,IPsec Statistics - Per SA,ND SW Requirement,"=""22011671380""",https://hsdes.intel.com/resource/22011671380,"","",Unassigned
274394,IPsec Algorithms: AES-GMAC with 128 and 256 bit keys. RFC4543,ND SW Requirement,"=""22011671378""",https://hsdes.intel.com/resource/22011671378,"","",Unassigned
274393,IPsec Algorithms - AES-GCM,ND SW Requirement,"=""22011671377""",https://hsdes.intel.com/resource/22011671377,"","",Unassigned
274392,IPsec Aging - Soft Limit,ND SW Requirement,"=""22011671375""",https://hsdes.intel.com/resource/22011671375,"","",Unassigned
274391,IPsec Aging - Hard Limit,ND SW Requirement,"=""22011671374""",https://hsdes.intel.com/resource/22011671374,"","",Unassigned
274390,IPsec Anti-Replay Window Configuration,ND SW Requirement,"=""22011671373""",https://hsdes.intel.com/resource/22011671373,"","",Unassigned
274389,IPsec - SPD Offload,ND SW Requirement,"=""22011671371""",https://hsdes.intel.com/resource/22011671371,"","",Unassigned
274388,LAD-LADSWReq-20022 IPsec - Padding generation and verification,ND SW Requirement,"=""24546625""",https://jama4.intel.com/perspective.req#/items/24546625?projectId=57,"","",Unassigned
274387,LAD-LADSWReq-20021 IPsec - Extended Sequence Number,ND SW Requirement,"=""24546378""",https://jama4.intel.com/perspective.req#/items/24546378?projectId=57,"","",Unassigned
274386,IPsec - IV generation,ND SW Requirement,"=""22011671417""",https://hsdes.intel.com/resource/22011671417,"","",Unassigned
274385,IPsec - TFC padding,ND SW Requirement,"=""22011671416""",https://hsdes.intel.com/resource/22011671416,"","",Unassigned
274384,IPsec - IP headers,ND SW Requirement,"=""22011671415""",https://hsdes.intel.com/resource/22011671415,"","",Unassigned
274383,IPsec - ESP,ND SW Requirement,"=""22011671413""",https://hsdes.intel.com/resource/22011671413,"","",Unassigned
274382,LAD-LADSWReq-20016 IPsec - Encapsulation Modes,ND SW Requirement,"=""24540135""",https://jama4.intel.com/perspective.req#/items/24540135?projectId=57,"","",Unassigned
274381,LAD-LADSWReq-20015 Packet Length Updates,ND SW Requirement,"=""24540091""",https://jama4.intel.com/perspective.req#/items/24540091?projectId=57,"","",Unassigned
274380,LAD-LADSWReq-20014 IPsec - HW control and dataplane termination,ND SW Requirement,"=""24540043""",https://jama4.intel.com/perspective.req#/items/24540043?projectId=57,"","",Unassigned
274379,Use Case: Infrastructure Crypto Offload for IPsec,ND SW Requirement,"=""22011671368""",https://hsdes.intel.com/resource/22011671368,"","",Unassigned
274378,MEV SRS:  LAN APF driver on ARM,ND SW Requirement,"=""22011671367""",https://hsdes.intel.com/resource/22011671367,"","",Unassigned
274377,LAD-LADSWReq-21038 MEV SRS: RDMA Linux VF - Virtualization - Hyper-V [Rejected],ND SW Requirement,"=""26305365""",https://jama4.intel.com/perspective.req#/items/26305365?projectId=57,"","",Unassigned
274376,LAD-LADSWReq-21037 MEV SRS: RDMA Linux VF - Virtualization - VMware [Rejected],ND SW Requirement,"=""26305364""",https://jama4.intel.com/perspective.req#/items/26305364?projectId=57,"","",Unassigned
274375,MEV SRS: RDMA Linux VF - Virtualization - KVM,ND SW Requirement,"=""14012923377""",https://hsdes.intel.com/resource/14012923377,"","",Unassigned
274374,MEV SRS: RDMA Windows VF - NDv2 API Compliance,ND SW Requirement,"=""14012923376""",https://hsdes.intel.com/resource/14012923376,"","",Unassigned
274373,MEV SRS: RDMA Windows VF - NDK API Compliance,ND SW Requirement,"=""14012923375""",https://hsdes.intel.com/resource/14012923375,"","",Unassigned
274372,LAD-LADSWReq-21041 MEV SRS: RDMA Windows VF - Virtualization - Hyper-V [Rejected],ND SW Requirement,"=""26305370""",https://jama4.intel.com/perspective.req#/items/26305370?projectId=57,"","",Unassigned
274371,LAD-LADSWReq-21040 MEV SRS: RDMA Windows VF - Virtualization - VMware [Rejected],ND SW Requirement,"=""26305368""",https://jama4.intel.com/perspective.req#/items/26305368?projectId=57,"","",Unassigned
274370,MEV SRS: RDMA Windows VF - Virtualization - KVM,ND SW Requirement,"=""22011670995""",https://hsdes.intel.com/resource/22011670995,"","",Unassigned
274369,MEV SRS: RDMA Windows VF - HPC clustering,ND SW Requirement,"=""22011670994""",https://hsdes.intel.com/resource/22011670994,"","",Unassigned
274368,MEV SRS: RDMA Windows VF - PCS,ND SW Requirement,"=""14012923372""",https://hsdes.intel.com/resource/14012923372,"","",Unassigned
274367,MEV SRS: RDMA Windows VF - MPI cluster - MS MPI (Windows only),ND SW Requirement,"=""14012923370""",https://hsdes.intel.com/resource/14012923370,"","",Unassigned
274366,MEV SRS: RDMA Linux PF - User space interface compliance - OFI,ND SW Requirement,"=""22011671355""",https://hsdes.intel.com/resource/22011671355,"","",Unassigned
274365,MEV SRS: RDMA Linux PF - User space interface compliance - DAPL,ND SW Requirement,"=""22011671354""",https://hsdes.intel.com/resource/22011671354,"","",Unassigned
274364,MEV SRS: RDMA Linux PF - Installation placeholder,ND SW Requirement,"=""22011671350""",https://hsdes.intel.com/resource/22011671350,"","",Unassigned
274363,MEV SRS: RDMA Linux PF - Virtualization - KVM,ND SW Requirement,"=""22011671348""",https://hsdes.intel.com/resource/22011671348,"","",Unassigned
274362,MEV SRS: RDMA Linux PF - interop with Cavium (RoCE v2),ND SW Requirement,"=""22011671347""",https://hsdes.intel.com/resource/22011671347,"","",Unassigned
274361,LAD-LADSWReq-21033 MEV SRS: RDMA Linux PF - Interop with Cavium (iWARP) [Rejected],ND SW Requirement,"=""26300834""",https://jama4.intel.com/perspective.req#/items/26300834?projectId=57,"","",Unassigned
274360,MEV SRS: RDMA Linux PF - Interop with Mellanox (RoCE v2),ND SW Requirement,"=""22011671341""",https://hsdes.intel.com/resource/22011671341,"","",Unassigned
274359,LAD-LADSWReq-21031 MEV SRS: RDMA Linux PF  - Interop with Chelsio (iWARP) [Rejected],ND SW Requirement,"=""26300830""",https://jama4.intel.com/perspective.req#/items/26300830?projectId=57,"","",Unassigned
274358,MEV SRS: RDMA Linux PF - NFSoRDMA,ND SW Requirement,"=""22011671338""",https://hsdes.intel.com/resource/22011671338,"","",Unassigned
274357,MEV SRS: RDMA Linux PF - NVMeOF with SPDK (user space),ND SW Requirement,"=""22011671336""",https://hsdes.intel.com/resource/22011671336,"","",Unassigned
274356,MEV SRS: RDMA Linux PF - NVMeOF (kernel),ND SW Requirement,"=""22011671334""",https://hsdes.intel.com/resource/22011671334,"","",Unassigned
274355,MEV SRS: RDMA Linux PF - iSER,ND SW Requirement,"=""22011671330""",https://hsdes.intel.com/resource/22011671330,"","",Unassigned
274354,MEV SRS: RDMA Linux PF - MPI cluster - OpenMPI,ND SW Requirement,"=""22011671329""",https://hsdes.intel.com/resource/22011671329,"","",Unassigned
274353,MEV SRS: RDMA Linux PF - MPI cluster - IntelMPI,ND SW Requirement,"=""22011671326""",https://hsdes.intel.com/resource/22011671326,"","",Unassigned
274352,MEV SRS: RDMA Linux PF - RDMA in combination with QoS,ND SW Requirement,"=""22011671325""",https://hsdes.intel.com/resource/22011671325,"","",Unassigned
274351,MEV SRS: RDMA Linux PF - RDMA in combination with DCB,ND SW Requirement,"=""22011671322""",https://hsdes.intel.com/resource/22011671322,"","",Unassigned
274350,MEV SRS: RDMA Linux PF - RDMA in combination with multiple IPs,ND SW Requirement,"=""22011671319""",https://hsdes.intel.com/resource/22011671319,"","",Unassigned
274349,MEV SRS: RDMA Linux PF - RDMA in combination with Routed Configurations,ND SW Requirement,"=""22011671315""",https://hsdes.intel.com/resource/22011671315,"","",Unassigned
274348,MEV SRS: RDMA Linux PF - RDMA in combination with Jumbo Frames,ND SW Requirement,"=""22011671312""",https://hsdes.intel.com/resource/22011671312,"","",Unassigned
274347,MEV SRS: RDMA Linux PF - RDMA in combination with VLANs,ND SW Requirement,"=""22011671306""",https://hsdes.intel.com/resource/22011671306,"","",Unassigned
274346,MEV SRS: RDMA Linux PF - RDMA in combination with IPv6,ND SW Requirement,"=""22011671304""",https://hsdes.intel.com/resource/22011671304,"","",Unassigned
274345,MEV SRS: RDMA Linux PF - RDMA in combination with IPv4,ND SW Requirement,"=""22011671301""",https://hsdes.intel.com/resource/22011671301,"","",Unassigned
274344,MEV SRS: RDMA Linux PF - kVerbs (kernel-space),ND SW Requirement,"=""22011671297""",https://hsdes.intel.com/resource/22011671297,"","",Unassigned
274343,MEV SRS: RDMA Linux PF - uVerbs (user-space),ND SW Requirement,"=""22011671296""",https://hsdes.intel.com/resource/22011671296,"","",Unassigned
274342,MEV SRS: RDMA Linux PF - Huge Pages,ND SW Requirement,"=""22011671294""",https://hsdes.intel.com/resource/22011671294,"","",Unassigned
274341,MEV SRS: RDMA Linux PF - Quantitive requirements placeholder,ND SW Requirement,"=""22011671293""",https://hsdes.intel.com/resource/22011671293,"","",Unassigned
274340,MEV SRS: RDMA Linux PF - HW statistics,ND SW Requirement,"=""22011671365""",https://hsdes.intel.com/resource/22011671365,"","",Unassigned
274339,MEV SRS: RDMA Linux PF - SW statistics,ND SW Requirement,"=""22011671364""",https://hsdes.intel.com/resource/22011671364,"","",Unassigned
274338,MEV SRS: RDMA Linux PF - Out of Order Read response operations,ND SW Requirement,"=""22011671362""",https://hsdes.intel.com/resource/22011671362,"","",Unassigned
274337,MEV SRS: RDMA Linux PF - Out of Order Write Operations,ND SW Requirement,"=""22011671359""",https://hsdes.intel.com/resource/22011671359,"","",Unassigned
274336,MEV SRS: RDMA Linux PF - RDMA Extensions - Read with multiple SGEs,ND SW Requirement,"=""22011671358""",https://hsdes.intel.com/resource/22011671358,"","",Unassigned
274335,MEV SRS: RDMA Linux PF - RDMA Extensions - Send with Immediate Data,ND SW Requirement,"=""22011671357""",https://hsdes.intel.com/resource/22011671357,"","",Unassigned
274334,MEV SRS: RDMA Linux PF - RDMA Extensions - Write with Immediate Data,ND SW Requirement,"=""22011671343""",https://hsdes.intel.com/resource/22011671343,"","",Unassigned
274333,MEV SRS: RDMA Linux PF - Transports: RoCE v2,ND SW Requirement,"=""22011671321""",https://hsdes.intel.com/resource/22011671321,"","",Unassigned
274331,ATE Keep out regions,ND SW Requirement,"=""22011671268""",https://hsdes.intel.com/resource/22011671268,"","",Unassigned
274330,ATE PF operation with node local platform IOMMU,ND SW Requirement,"=""22011671265""",https://hsdes.intel.com/resource/22011671265,"","",Unassigned
274328,ATE Host Level Reset,ND SW Requirement,"=""22011671260""",https://hsdes.intel.com/resource/22011671260,"","",Unassigned
274327,ATE page sizes,ND SW Requirement,"=""22011671259""",https://hsdes.intel.com/resource/22011671259,"","",Unassigned
274325,ATE Second Level Address Translation (SLAT),ND SW Requirement,"=""22011671253""",https://hsdes.intel.com/resource/22011671253,"","",Unassigned
274324,ATE performance metrics gathering,ND SW Requirement,"=""22011671248""",https://hsdes.intel.com/resource/22011671248,"","",Unassigned
274323,ATE Passthrough,ND SW Requirement,"=""22011671246""",https://hsdes.intel.com/resource/22011671246,"","",Unassigned
274321,ATE bypass bit,ND SW Requirement,"=""22011671242""",https://hsdes.intel.com/resource/22011671242,"","",Unassigned
274319,ATE CPF Memory,ND SW Requirement,"=""22011671282""",https://hsdes.intel.com/resource/22011671282,"","",Unassigned
274318,ATE Multihost,ND SW Requirement,"=""22011671280""",https://hsdes.intel.com/resource/22011671280,"","",Unassigned
274317,ATE Multicard,ND SW Requirement,"=""22011671279""",https://hsdes.intel.com/resource/22011671279,"","",Unassigned
274316,ATE errors communication,ND SW Requirement,"=""22011671276""",https://hsdes.intel.com/resource/22011671276,"","",Unassigned
274315,ATE VFs and PFs treated equally,ND SW Requirement,"=""22011671273""",https://hsdes.intel.com/resource/22011671273,"","",Unassigned
274314,ATE PF operating modes,ND SW Requirement,"=""22011671271""",https://hsdes.intel.com/resource/22011671271,"","",Unassigned
274313,ATE PF driver initialisation precedence,ND SW Requirement,"=""22011671269""",https://hsdes.intel.com/resource/22011671269,"","",Unassigned
274311,ATE PF driver compatibility,ND SW Requirement,"=""22011671238""",https://hsdes.intel.com/resource/22011671238,"","",Unassigned
274309,[Superseded by DCR 2519] MEV SRS: CPT RC (FXP Only),ND SW Requirement,"=""22011671220""",https://hsdes.intel.com/resource/22011671220,"","",Unassigned
274308,[Superseded by DCR 2519] MEV SRS: CPT P4 Specification - Modify,ND SW Requirement,"=""22011671219""",https://hsdes.intel.com/resource/22011671219,"","",Unassigned
274307,[Superseded by DCR 2519] MEV SRS: CPT Assembly LPM (FXP Only),ND SW Requirement,"=""22011671217""",https://hsdes.intel.com/resource/22011671217,"","",Unassigned
274304,[Superseded by DCR 2519] MEV SRS: CPT Modify (FXP Only),ND SW Requirement,"=""22011671235""",https://hsdes.intel.com/resource/22011671235,"","",Unassigned
274302,[Superseded by DCR 2519] MEV SRS: CPT Hash (FXP Only),ND SW Requirement,"=""22011671232""",https://hsdes.intel.com/resource/22011671232,"","",Unassigned
274301,[Superseded by DCR 2519] MEV SRS: CPT LEM,ND SW Requirement,"=""22011671231""",https://hsdes.intel.com/resource/22011671231,"","",Unassigned
274300,[Superseded by DCR 2519] MEV SRS: CPT SEM (FXP Only),ND SW Requirement,"=""22011671229""",https://hsdes.intel.com/resource/22011671229,"","",Unassigned
274298,[Superseded by DCR 2519] MEV SRS: CPT WLPG (FXP Only),ND SW Requirement,"=""22011671223""",https://hsdes.intel.com/resource/22011671223,"","",Unassigned
274297,[Superseded by DCR 2519] MEV SRS:  CPT Parser,ND SW Requirement,"=""22011671212""",https://hsdes.intel.com/resource/22011671212,"","",Unassigned
274296,LCE SDK CRC32-C protection for descriptor,ND SW Requirement,"=""22011671192""",https://hsdes.intel.com/resource/22011671192,"","",Unassigned
274295,LCE SDK ACC DMA user space service API,ND SW Requirement,"=""22011671190""",https://hsdes.intel.com/resource/22011671190,"","",Unassigned
274294,LCE SDK Buffer location flexibility,ND SW Requirement,"=""22011671184""",https://hsdes.intel.com/resource/22011671184,"","",Unassigned
274292,LCE SDK Rate limiting,ND SW Requirement,"=""22011671181""",https://hsdes.intel.com/resource/22011671181,"","",Unassigned
274290,"LCE SDK Chaining:  Compression, Crypto and CRC32-C",ND SW Requirement,"=""22011671179""",https://hsdes.intel.com/resource/22011671179,"","",Unassigned
274287,LCE SDK Compress then Verify,ND SW Requirement,"=""22011671174""",https://hsdes.intel.com/resource/22011671174,"","",Unassigned
